"ID";"Email";"Name";"Question 1 - Please rate your experience in the field of programming.";"Question 2 - Please rate your experience level with the TypeScript language.";"Question 3 - Please enter all line numbers separated by comma that you would like to have comments for.";"Question 4 - Please enter all line numbers separated by comma that you would like to have comments for.";"Question 5 - Please enter all line numbers separated by comma that you would like to have comments for.";"Question 6 - Please enter all line numbers separated by comma that you would like to have comments for.";"Question 7 - Please enter all line numbers separated by comma that you would like to have comments for.";"Question 8 - Please enter all line numbers separated by comma that you would like to have comments for.";"Question 9 - Please enter all line numbers separated by comma that you would like to have comments for.";"Question 10 - Please enter all line numbers separated by comma that you would like to have comments for.";"Question 11 - Please enter all line numbers separated by comma that you would like to have comments for.";"Question 12 - Please enter all line numbers separated by comma that you would like to have comments for.";"Question 13 - Please enter all line numbers separated by comma that you would like to have comments for.";"Question 14 - Please enter all line numbers separated by comma that you would like to have comments for.";"Question 15 - Please enter the (red) numbers of all marked lines that you agree should have an additional comment above.";"Question 16 - Please enter any additional line numbers separated by comma that you would like to have comments for.";"Question 17 - Please enter the (red) numbers of all marked lines that you agree should have an additional comment above.";"Question 18 - Please enter any additional line numbers separated by comma that you would like to have comments for.";"Question 19 - Please enter the (red) numbers of all marked lines that you agree should have an additional comment above.";"Question 20 - Please enter any additional line numbers separated by comma that you would like to have comments for.";"Question 21 - Please enter the (red) numbers of all marked lines that you agree should have an additional comment above.";"Question 22 - Please enter any additional line numbers separated by comma that you would like to have comments for.";"Question 23 - Please enter the (red) numbers of all marked lines that you agree should have an additional comment above.";"Question 24 - Please enter any additional line numbers separated by comma that you would like to have comments for.";"Question 25 - Please enter the (red) numbers of all marked lines that you agree should have an additional comment above.";"Question 26 - Please enter any additional line numbers separated by comma that you would like to have comments for.";"Question 27 - Please enter the (red) numbers of all marked lines that you agree should have an additional comment above.";"Question 28 - Please enter any additional line numbers separated by comma that you would like to have comments for.";"Question 29 - Please enter the (red) numbers of all marked lines that you agree should have an additional comment above.";"Question 30 - Please enter any additional line numbers separated by comma that you would like to have comments for.";"Question 31 - Please enter the (red) numbers of all marked lines that you agree should have an additional comment above.";"Question 32 - Please enter any additional line numbers separated by comma that you would like to have comments for.";"Question 33 - Please enter the (red) numbers of all marked lines that you agree should have an additional comment above.";"Question 34 - Please enter any additional line numbers separated by comma that you would like to have comments for.";"Duration in s Page 1";"Duration in s Page 2";"Duration in s Page 3";"Duration in s Page 4";"Duration in s Page 5";"Duration in s Page 6";"Duration in s Page 7";"Duration in s Page 8";"Duration in s Page 9";"Duration in s Page 10";"Duration in s Page 11";"Duration in s Page 12";"Duration in s Page 13";"Duration in s Page 14";"Duration in s Page 15";"Duration in s Page 16";"Duration in s Page 17";"Duration in s Page 18";"Duration in s Page 19";"Duration in s Page 20";"Duration in s Page 21";"Duration in s Page 22";"Duration in s Page 23";"Language";"Start time";"End time";"Duration in s";"Duration";"Browser";"Operation System";"completed";"Answer quote";"Date"
"92WFNL";"";"";"Beginner";"I have never written or read TypeScript before";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-23 21:21:23";"";"0";" 00:00:00";"Chrome 62";"Windows 10";"0";"5,88%";"2017-11-23"
"5FMHCQ";"";"";"Advanced";"I have never written or read TypeScript before";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-23 21:21:51";"";"0";" 00:00:00";"Chrome 62";"Mac OS 10. 13";"0";"5,88%";"2017-11-23"
"EVX6VM";"";"";"Proficient";"I have never written or read TypeScript before";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-23 21:34:29";"";"0";" 00:00:00";"Firefox 58";"Mac OS 10. 12";"0";"5,88%";"2017-11-23"
"N05WI7";"";"";"Advanced";"Beginner";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-23 21:45:28";"";"0";" 00:00:00";"Firefox 58";"Mac OS 10. 12";"0";"5,88%";"2017-11-23"
"MY2CM6";"";"";"Advanced";"I have never written or read TypeScript before";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-23 21:48:37";"";"0";" 00:00:00";"Firefox 57";"Windows 10";"0";"5,88%";"2017-11-23"
"V2ENT9";"";"";"Proficient";"Beginner";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-23 22:15:14";"";"0";" 00:00:00";"Firefox 58";"Windows 10";"0";"5,88%";"2017-11-23"
"TY7WEN";"";"";"Advanced";"I have never written or read TypeScript before";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-23 22:19:16";"";"0";" 00:00:00";"Chrome 62";"Windows 10";"0";"5,88%";"2017-11-23"
"CI0W21";"";"";"Advanced";"I have never written or read TypeScript before";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"117,065";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-23 22:23:25";"";"0";" 00:00:00";"Firefox 57";"Windows 7";"0";"5,88%";"2017-11-23"
"BEGYSC";"";"";"Advanced";"I have never written or read TypeScript before";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"56,9598";"1,6685";"2,4516";"7,7166";"1,2757";"1,3107";"1,4056";"1,467";"1,4986";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-23 22:23:40";"";"0";" 00:00:00";"Chrome 62";"Windows 10";"0";"5,88%";"2017-11-23"
"8W9Y7K";"";"";"Beginner";"I have never written or read TypeScript before";"3,4,9";"4,16,20,29";"8,12,15";"3,6,9,15,30,40,42";"5,9,10,20,28,37";"3,5,17";"7,8,10,18,23,39,40";"3,4,13,16,24";"4";"3,6,11,13";"";"3,7,9,12";"1,2";"5";"1,2";"13";"1,2";"19,20";"1";"";"1,2";"5,22";"1,2,3";"28";"1";"";"1,2";"10,4";"1,2";"";"1,2";"";"0";"384,011";"164,968";"211,675";"150,26";"56,3998";"84,4373";"65,3552";"59,5344";"108,424";"36,3188";"51,0519";"205,842";"3376,68";"32,7636";"31,2476";"10,3407";"24,9232";"67,0181";"59,5318";"25,5683";"117,713";"20,6864";"en";"2017-11-23 22:32:16";"2017-11-24 00:05:37";"5601";" 01:33:21";"Firefox 57";"Windows 10";"1";"85,29%";"2017-11-24"
"VI9F0Q";"";"";"Proficient";"I have never written or read TypeScript before";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-24 00:41:29";"";"0";" 00:00:00";"Chrome 62";"Windows 10";"0";"5,88%";"2017-11-24"
"MQO5EX";"";"";"Proficient";"Beginner";"7,9";"13,24";"8,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"199,522";"1241,19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-24 07:22:55";"";"0";" 00:00:00";"Chrome 62";"Android 5";"0";"14,71%";"2017-11-24"
"1C3CFY";"";"";"Proficient";"I have never written or read TypeScript before";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-24 08:00:02";"";"0";" 00:00:00";"Chrome 62";"Windows 10";"0";"5,88%";"2017-11-24"
"HFOHZT";"";"";"Proficient";"I have never written or read TypeScript before";"";"13-18, 24-27";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"194,326";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-24 08:00:43";"";"0";" 00:00:00";"Chrome 62";"Windows 8.1";"0";"8,82%";"2017-11-24"
"HJX2I4";"";"";"Advanced";"Beginner";"3,6,11";"3";"3";"3,8,14,25";"3,10,32";"3";"3,32";"3,4";"3";"3,18";"3";"3";"1,2";"";"1,2";"";"1";"19";"1";"";"1";"";"1,3";"8";"1";"";"1";"";"1";"";"1,2";"";"0";"183,701";"53,7508";"123,495";"93,8447";"27,7882";"142,148";"69,4506";"32,6929";"50,7912";"43,5075";"29,0654";"21,1436";"42,2163";"69,0065";"52,0661";"20,8606";"45,9875";"53,8243";"19,0561";"23,11";"23,9116";"38,7543";"en";"2017-11-24 08:05:40";"2017-11-24 08:27:12";"1292";" 00:21:32";"iPod OS 11";"iPod OS 11";"1";"76,47%";"2017-11-24"
"24EEJ5";"";"";"Advanced";"I have never written or read TypeScript before";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"2596,09";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-24 08:11:41";"";"0";" 00:00:00";"Firefox 57";"Linux x86-64 0";"0";"5,88%";"2017-11-24"
"Y389WP";"";"";"Proficient";"Beginner";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-24 09:04:20";"";"0";" 00:00:00";"Chrome 62";"Mac OS 10. 13";"0";"5,88%";"2017-11-24"
"P66GMN";"";"";"Advanced";"I have never written or read TypeScript before";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-24 09:19:47";"";"0";" 00:00:00";"iPod OS 11";"iPod OS 11";"0";"5,88%";"2017-11-24"
"F2NENM";"";"";"Proficient";"I have never written or read TypeScript before";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-24 09:39:26";"";"0";" 00:00:00";"Chrome 62";"Mac OS 10. 13";"0";"5,88%";"2017-11-24"
"EI5VQJ";"";"";"Proficient";"I have never written or read TypeScript before";"";"";"12,15";"15";"";"7";"";"";"";"11";"";"7";"1";"";"1,2";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"";"0";"36,5057";"63,9929";"31,9314";"27,105";"27,0966";"16,2173";"48,068";"20,7838";"12,2938";"20,4319";"5,6834";"21,3874";"27,0638";"18,2035";"7,1321";"4,0847";"3,123";"9,6361";"8,5005";"8,2486";"9,708";"10,189";"en";"2017-11-24 09:49:28";"2017-11-24 09:56:59";"451";" 00:07:31";"Firefox 57";"Linux x86-64 0";"1";"32,35%";"2017-11-24"
"TE926K";"";"";"Proficient";"Beginner";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-24 09:49:46";"";"0";" 00:00:00";"iPod OS 11";"iPod OS 11";"0";"5,88%";"2017-11-24"
"9TLIC9";"";"";"Proficient";"Beginner";"3,7,9";"3,8,13,25";"3,4,10,12";"3,7,15,28";"3,9,19,37";"3,4,10";"3,17,32";"3,4,15,24";"3,24";"3,4,10,11";"3";"3,6";"1";"24";"1,2,3";"13,25,29";"1,2";"19";"1";"4";"1";"7";"1,2,3";"21";"1";"";"1";"9";"1";"4,15";"1,2,3";"";"0";"236,048";"49,9608";"96,8453";"73,5854";"38,1827";"89,5648";"43,9917";"45,9827";"40,897";"24,1396";"34,1396";"19,9902";"34,8397";"79,9865";"41,7097";"30,0088";"80,049";"90,6703";"48,2427";"29,0196";"27,3874";"30,5253";"en";"2017-11-24 09:51:10";"2017-11-24 10:12:56";"1306";" 00:21:46";"Firefox 57";"Linux x86-64 0";"1";"94,12%";"2017-11-24"
"Y6Z699";"";"";"Advanced";"I have never written or read TypeScript before";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-24 10:28:50";"";"0";" 00:00:00";"iPad OS 11";"iPad OS 11";"0";"5,88%";"2017-11-24"
" 0AZFKK";"";"";"Advanced";"I have never written or read TypeScript before";"3,6,8";"3,8,13,24";"3,12";"3,7,14,25,29,39";"3,20,37";"3,10";"3,12,32";"3,15,23";"3";"3";"3";"3,7";"1,2";"";"1,2,3";"";"1,2";"";"1";"";"1,2";"";"1,2,3";"";"1,2";"";"1,2";"";"1";"";"1,2,3";"";"0";"176,897";"46,7567";"90,9531";"47,044";"22,2262";"37,6148";"24,2512";"25,422";"29,7954";"33,3564";"17,8847";"29,6064";"18,13";"30,2999";"25,9183";"26,595";"29,5294";"19,1056";"38,566";"13,3049";"13,6074";"36,7892";"en";"2017-11-24 11:13:55";"2017-11-24 11:28:10";"855";" 00:14:15";"Chrome 62";"Windows 10";"1";"70,59%";"2017-11-24"
"L7QRCS";"";"";"Beginner";"I have never written or read TypeScript before";"3,6,8";"3,8,13";"3,10,12,15";"3,6,25";"3,9,10,19,28,37";"3,4,10";"3,12,15,32,35";"4,9,15,23";"3,8,19,28";"3,4,10";"3,9";"3,6";"1,2";"";"1,2,3";"13,34";"1,2";"";"1";"8,16";"1,2";"";"1,2,3";"";"1,2";"";"1,2";"11";"1,2";"";"1,2,3,4";"";"0";"128,073";"78,7882";"96,5319";"189,389";"77,18";"68,3194";"84,3997";"30,2317";"49,0557";"27,4924";"39,3058";"17,0136";"23,9296";"47,1269";"37,9102";"18,2937";"18,2912";"49,4114";"18,7215";"20,3474";"10,9981";"48,6639";"en";"2017-11-24 12:19:45";"2017-11-24 12:39:50";"1205";" 00:20:05";"Firefox 57";"Windows 10";"1";"79,41%";"2017-11-24"
"TQDG4O";"";"";"Proficient";"I have never written or read TypeScript before";"4";"4,5,23";"4,9,13";"7,15";"";"14";"";"";"4,20";"3";"3";"3";"1,2";"";"1,2";"";"1";"9";"1";"";"1";"8";"1,2";"23";"1,2";"";"1,2";"";"1,2";"";"1,2";"";"0";"205,157";"149,233";"126,088";"101,213";"21,1496";"52,2165";"21,238";"228,275";"45,7922";"30,9887";"68,9215";"21,4055";"21,3059";"31,4258";"20,3153";"6,7463";"297,556";"43,8026";"10,7066";"7,498";"7,268";"15,9861";"en";"2017-11-24 13:09:55";"2017-11-24 13:35:45";"1550";" 00:25:50";"Chrome 62";"Windows 10";"1";"70,59%";"2017-11-24"
"76658Z";"";"";"Proficient";"Proficient";"3,10";"3,5,8,11";"3,12,15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"102,108";"50,0212";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-24 17:45:49";"";"0";" 00:00:00";"Chrome 62";"Mac OS 10. 13";"0";"14,71%";"2017-11-24"
"4H0FQP";"";"";"Proficient";"Proficient";"3,7,9";"3,13,20,24";"3,8,10";"3,6,11,25,28,39";"3,9,19,28,31";"3,4,10";"3,10,32";"3,4,15,23";"3,8,19,23,28";"3,4,10";"3,6,9";"3,6,11";"1,2";"";"1,2,3";"";"1,2";"";"1";"16";"1,2";"19";"1,2,3";"8,13";"1,2";"";"1,2";"11";"1,2";"4,7,10";"1,2,3,4";"";"0";"179,207";"40,8846";"45,8405";"52,9041";"18,0216";"11,6011";"13,9886";"28,9399";"13,5572";"13,9934";"14,1443";"20,2742";"27,1701";"30,7084";"10,0224";"23,0412";"22,176";"17,3647";"23,9254";"11,1678";"25,9124";"19,6636";"en";"2017-11-24 18:47:45";"2017-11-24 18:59:03";"678";" 00:11:18";"Chrome 62";"Windows 10";"1";"85,29%";"2017-11-24"
"C3OJ6N";"";"";"Proficient";"I have never written or read TypeScript before";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-24 19:21:03";"";"0";" 00:00:00";"Firefox 57";"Android 7";"0";"5,88%";"2017-11-24"
"PG8CCK";"";"";"Advanced";"I have never written or read TypeScript before";"";"3";"";"";"";"3";"";"3,4";"3,23";"3";"13";"";"1";"";"1,2";"";"2";"";"1";"12";"1";"9";"2,3";"21";"";"";"1";"";"";"";"1";"";"0";"382,926";"297,214";"172,467";"160,585";"95,0474";"141,107";"178,29";"198,742";"76,0163";"70,9782";"48,994";"23,2135";"64,9131";"93,1485";"789,152";"2376,38";"289,517";"278,212";"0";"182,283";"295,586";"841,621";"en";"2017-11-24 23:42:26";"2017-11-25 22:10:09";"80863";"22:27:43";"Chrome 62";"Windows 10";"1";"55,88%";"2017-11-25"
" 0I7F8M";"";"";"Advanced";"Beginner";"";"";"3";"3,13,29";"3,19,28";"3,10";"3,12,33";"3";"3";"3";"3";"3,9,12";"1,2";"";"1,2";"37";"1";"";"1";"";"1";"";"1,3";"";"1";"";"1";"";"1";"";"1,4";"";"0";"34,6641";"51,4938";"45,1403";"46,2502";"41,2263";"39,9297";"28,3852";"15,232";"13,08";"5,6106";"17,4345";"16,8851";"17,0082";"24,2546";"12,6826";"19,2544";"43,067";"11,8594";"9,5969";"11,2003";"5,6717";"13,8908";"en";"2017-11-25 10:47:34";"2017-11-25 10:56:52";"558";" 00:09:18";"Chrome 62";"Android 6";"1";"67,65%";"2017-11-25"
"J7ALXO";"";"";"Proficient";"Beginner";"";"";"3,10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"63,2398";"135,633";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-25 14:29:28";"";"0";" 00:00:00";"Firefox 58";"Linux x86-64 0";"0";"8,82%";"2017-11-25"
"KAPIX5";"";"";"Proficient";"Beginner";"";"";"3, 9, 10, 15";"3, 7, 14, 25, 30, 40, 42";"3, 19";"3, 11, 12";"3, 10, 32";"3, 15, 23";"3, 8, 23";"3, 4, 10, 18";"12, 16";"3, 8";"1, 2";"";"1, 2, 3";"13";"1, 2";"9, 16";"1";"11";"1, 2";"7";"1, 2, 3";"4, 8, 13, 21, 34";"1";"5, 13";"1, 2";"";"1, 2";"";"1, 2, 3, 4";"";"0";"112,296";"87,8045";"190,787";"82,6575";"57,9267";"71,3583";"70,3356";"96,9859";"52,6436";"95,1832";"33,4583";"43,8171";"43,3707";"42,2035";"46,8855";"37,986";"77,9216";"70,7483";"77,8444";"52,1869";"43,4737";"53,7614";"en";"2017-11-25 16:25:56";"2017-11-25 16:51:53";"1557";" 00:25:57";"Firefox 57";"Mac OS 10. 13";"1";"82,35%";"2017-11-25"
"S5F2OF";"";"";"Proficient";"I have never written or read TypeScript before";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-25 18:06:21";"";"0";" 00:00:00";"Firefox 57";"Windows 10";"0";"5,88%";"2017-11-25"
" 01AH4X";"";"";"Advanced";"Beginner";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-25 19:05:30";"";"0";" 00:00:00";"Safari 11";"Mac OS 10. 12";"0";"5,88%";"2017-11-25"
"27NPKQ";"";"";"Proficient";"Beginner";"3, 9, 10";"3, 5, 13, 16, 29";"3, 8, 9, 11, 12, 15";"3, 4, 6, 7, 13, 15, 25, 30, 31, 32, 33";"3, 5, 9, 19, 25, 28, 37";"3, 11";"3, 10, 32, 40";"3, 4, 6, 16, 19, 24";"3";"3";"3";"3";"1";"";"1, 2, 3";"";"1, 2";"";"1";"";"1";"";"1, 3";"";"1";"";"1, 2";"";"1";"";"1, 2";"";"0";"241,519";"105,516";"321,047";"244,702";"57,4358";"1200,6";"134,386";"10,3303";"2,3319";"2,8916";"7,0351";"12,3395";"23,3001";"12,6941";"8,7483";"3,6577";"10,593";"28,1574";"9,311";"8,0666";"6,0533";"25,6998";"en";"2017-11-26 11:58:39";"2017-11-26 12:40:12";"2493";" 00:41:33";"Safari 11";"Mac OS 10. 13";"1";"70,59%";"2017-11-26"
"TU590Y";"";"";"Advanced";"I have never written or read TypeScript before";"3";"3";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"717,615";"12,1691";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"en";"2017-11-26 12:23:23";"";"0";" 00:00:00";"Firefox 56";"Windows 8.1";"0";"14,71%";"2017-11-26"
